_id,latestTitle,latestTeaser,featuredImage,weather,facts,hemispheres,scrapedOn
ObjectId("5beca4867b3159489884100a"),NASA Brings Mars Landing to Viewers Everywhere,NASA's InSight lander is scheduled to touch down on the Red Planet at approximately noon PST  on Nov. 26, with a new suite of instruments to probe below the Martian surface.,https://www.jpl.nasa.gov/spaceimages/images/mediumsize/PIA14924_ip.jpg,Sol 2227 (2018-11-11), high -3C/26F, low -72C/-97F, pressure at 8.63 hPa, daylight 06:21-18:38,"[{"desc":"Equatorial Diameter","val":"6,792 km"},{"desc":"Polar Diameter","val":"6,752 km"},{"desc":"Mass","val":"6.42 x 10^23 kg (10.7% Earth)"},{"desc":"Moons","val":"2 (Phobos & Deimos)"},{"desc":"Orbit Distance","val":"227,943,824 km (1.52 AU)"},{"desc":"Orbit Period","val":"687 days (1.9 years)"},{"desc":"Surface Temperature","val":"-153 to 20 °C"},{"desc":"First Record","val":"2nd millennium BC"},{"desc":"Recorded By","val":"Egyptian astronomers"}]","[{"title":"Cerberus Hemisphere Enhanced","img_url":"https://astrogeology.usgs.gov/cache/images/cfa62af2557222a02478f1fcd781d445_cerberus_enhanced.tif_full.jpg"},{"title":"Schiaparelli Hemisphere Enhanced","img_url":"https://astrogeology.usgs.gov/cache/images/3cdd1cbf5e0813bba925c9030d13b62e_schiaparelli_enhanced.tif_full.jpg"},{"title":"Syrtis Major Hemisphere Enhanced","img_url":"https://astrogeology.usgs.gov/cache/images/ae209b4e408bb6c3e67b6af38168cf28_syrtis_major_enhanced.tif_full.jpg"},{"title":"Valles Marineris Hemisphere Enhanced","img_url":"https://astrogeology.usgs.gov/cache/images/7cf2da4bf549ed01c17f206327be4db7_valles_marineris_enhanced.tif_full.jpg"}]",""2018-11-14T17:41:10.576Z""
ObjectId("5becabdc7b31590af00be07e"),NASA Brings Mars Landing to Viewers Everywhere,NASA's InSight lander is scheduled to touch down on the Red Planet at approximately noon PST  on Nov. 26, with a new suite of instruments to probe below the Martian surface.,https://www.jpl.nasa.gov/spaceimages/images/mediumsize/PIA12831_ip.jpg,Sol 2227 (2018-11-11), high -3C/26F, low -72C/-97F, pressure at 8.63 hPa, daylight 06:21-18:38,"[{"desc":"Equatorial Diameter","val":"6,792 km"},{"desc":"Polar Diameter","val":"6,752 km"},{"desc":"Mass","val":"6.42 x 10^23 kg (10.7% Earth)"},{"desc":"Moons","val":"2 (Phobos & Deimos)"},{"desc":"Orbit Distance","val":"227,943,824 km (1.52 AU)"},{"desc":"Orbit Period","val":"687 days (1.9 years)"},{"desc":"Surface Temperature","val":"-153 to 20 °C"},{"desc":"First Record","val":"2nd millennium BC"},{"desc":"Recorded By","val":"Egyptian astronomers"}]","[{"title":"Cerberus Hemisphere Enhanced","img_url":"https://astrogeology.usgs.gov/cache/images/cfa62af2557222a02478f1fcd781d445_cerberus_enhanced.tif_full.jpg"},{"title":"Schiaparelli Hemisphere Enhanced","img_url":"https://astrogeology.usgs.gov/cache/images/3cdd1cbf5e0813bba925c9030d13b62e_schiaparelli_enhanced.tif_full.jpg"},{"title":"Syrtis Major Hemisphere Enhanced","img_url":"https://astrogeology.usgs.gov/cache/images/ae209b4e408bb6c3e67b6af38168cf28_syrtis_major_enhanced.tif_full.jpg"},{"title":"Valles Marineris Hemisphere Enhanced","img_url":"https://astrogeology.usgs.gov/cache/images/7cf2da4bf549ed01c17f206327be4db7_valles_marineris_enhanced.tif_full.jpg"}]",""2018-11-14T18:12:28.214Z""
